Game Version,Update Date,Team Avatar,Team Name,ID,Overall,Attack,Midfield,Defence,Transfer budget,Club worth,Speed,Dribbling,Passing,Positioning,Crossing,Shooting,Aggression,Pressure,Team width,Defender line,Domestic prestige,International prestige,Players,Starting XI average age,Whole team average age
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/1/60.png,West Ham United,19,77,79,76,74,€63.2M,€1.3B,Balanced,Normal,Mixed,Organised,Lots,Normal,Press,Medium,Normal,Cover,7,5,33,26.55,24.21
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/51/60.png,Crystal Palace,1799,76,79,76,76,€45.8M,€660M,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,4,4,33,26.73,25.00
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/26/60.png,Stoke City,1806,76,75,76,76,€48.3M,€740M,Balanced,Normal,Mixed,Organised,Normal,Normal,Double,High,Normal,Cover,6,4,33,26.91,25.24
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/65/60.png,Southampton,17,76,76,77,75,€50.5M,€1.1B,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,High,Normal,Cover,7,5,33,25.18,23.88
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/10/60.png,West Bromwich Albion,109,76,79,75,77,€41.1M,€650M,Fast,Normal,Mixed,Organised,Lots,Normal,Contain,Deep,Narrow,Cover,5,4,33,28.36,25.42
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/52/60.png,AFC Bournemouth,1943,76,76,75,75,€41.3M,€525M,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,3,3,31,25.82,24.48
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/20/60.png,Newcastle United,13,75,76,75,76,€34.1M,€615M,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,10,3,33,25.18,23.97
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/78/60.png,Brighton & Hove Albion,1808,75,74,76,74,€31.6M,€435M,Balanced,Normal,Mixed,Organised,Lots,Normal,Press,Medium,Normal,Cover,2,1,33,26.64,25.27
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/18654/60.png,Republic of Ireland,1355,75,75,74,75,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Lots,Press,High,Normal,Cover,10,5,23,27.64,26.52
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/30/60.png,Swansea City,1960,75,76,75,74,€45M,€640M,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,5,4,33,26.82,24.82
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/53/60.png,Celtic,78,74,75,75,72,€12.5M,€60M,Balanced,Normal,Mixed,Organised,Little,Little,Press,Medium,Normal,Cover,10,4,28,25.36,24.50
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/18706/60.png,Scotland,1359,74,75,74,74,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,10,4,23,26.18,25.83
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/29/60.png,Wolverhampton Wanderers,110,74,75,76,72,€18M,€120M,Balanced,Normal,Mixed,Organised,Normal,Little,Press,High,Normal,Cover,8,1,30,24.73,22.57
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/251/60.png,Huddersfield Town,1939,74,75,73,74,€32.4M,€390M,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,High,Normal,Cover,2,1,33,25.64,23.64
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/15/60.png,Aston Villa,2,73,73,73,73,€14M,€280M,Balanced,Little,Mixed,Organised,Lots,Normal,Contain,Medium,Normal,Cover,10,3,30,28.27,26.43
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/24/60.png,Derby County,91,72,70,72,72,€120M,€150M,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,High,Normal,Cover,9,1,30,28.18,25.23
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/11/60.png,Fulham,144,72,73,74,71,€7.5M,€80M,Balanced,Normal,Mixed,Organised,Little,Little,Press,High,Normal,Cover,8,2,30,24.55,22.87
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/33/60.png,Norwich City,1792,71,73,71,70,€13M,€120M,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Wide,Cover,10,2,30,24.36,23.97
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/18696/60.png,Northern Ireland,110081,71,71,71,71,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,10,2,23,28.18,27.09
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/71/60.png,Leeds United,8,71,71,71,71,€5.5M,€50M,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,7,1,30,24.55,23.77
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/7/60.png,Middlesbrough,12,71,72,72,71,€18M,€250M,Balanced,Lots,Long,Organised,Normal,Lots,Contain,Deep,Narrow,Cover,1,2,30,27.09,24.43
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/63/60.png,Nottingham Forest,14,71,68,71,70,€3.8M,€32M,Balanced,Normal,Mixed,Organised,Normal,Normal,Double,Medium,Normal,Cover,7,1,30,25.91,25.17
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/56/60.png,Sheffield Wednesday,1807,71,72,71,70,€8.5M,€75M,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Offside trap,9,1,30,26.18,26.63
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/62/60.png,Rangers,86,71,71,72,71,€8M,€40M,Fast,Lots,Long,Organised,Normal,Lots,Press,Medium,Normal,Cover,10,3,28,26.64,24.82
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/122/60.png,Bristol City,1919,71,72,70,73,€4.5M,€25M,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,6,1,30,25.00,24.03
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/22/60.png,Hull City,1952,71,72,70,70,€15M,€160M,Fast,Normal,Long,Organised,Normal,Lots,Press,Medium,Normal,Cover,2,2,30,25.00,24.17
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/69/60.png,Cardiff City,1961,71,72,71,72,€3.3M,€26M,Fast,Normal,Long,Organised,Normal,Lots,Press,Medium,Normal,Cover,7,1,30,26.18,26.70
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/23/60.png,Reading,1793,70,70,70,69,€6M,€35M,Balanced,Little,Mixed,Organised,Little,Normal,Press,Medium,Normal,Cover,7,1,30,24.82,25.10
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/99/60.png,Preston North End,1801,70,70,70,70,€2M,€10.5M,Fast,Normal,Long,Free form,Normal,Lots,Press,Medium,Normal,Offside trap,4,1,26,24.45,23.92
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/12/60.png,Birmingham City,88,70,70,70,69,€2.5M,€15M,Fast,Normal,Long,Organised,Normal,Lots,Press,Medium,Wide,Cover,5,2,30,26.00,24.23
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/116/60.png,Ipswich Town,94,70,71,69,69,€2.3M,€17M,Fast,Normal,Long,Organised,Normal,Lots,Press,Medium,Normal,Cover,7,1,30,23.64,23.90
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/236/60.png,Brentford,1925,70,71,70,70,€4M,€18M,Balanced,Little,Mixed,Organised,Little,Little,Press,Medium,Normal,Cover,6,1,30,23.27,22.30
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/21/60.png,Sheffield United,1794,69,71,69,70,€2M,€8M,Balanced,Little,Mixed,Free form,Lots,Normal,Press,Medium,Normal,Cover,10,1,30,26.00,25.13
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/47/60.png,Queens Park Rangers,15,69,71,69,68,€4M,€30M,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Offside trap,8,1,30,24.36,24.10
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/273/60.png,Aberdeen,77,69,69,70,67,€2.5M,€9.2M,Balanced,Normal,Mixed,Organised,Lots,Lots,Press,Medium,Wide,Cover,7,1,27,25.73,24.04
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/64/60.png,Millwall,97,69,69,71,69,€1.8M,€8M,Balanced,Normal,Long,Organised,Lots,Lots,Press,Medium,Normal,Cover,10,1,30,26.00,24.53
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/3/60.png,Sunderland,106,69,67,70,70,€15M,€180M,Fast,Normal,Long,Organised,Normal,Lots,Contain,Deep,Normal,Cover,4,3,30,27.09,24.37
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/2/60.png,Blackburn Rovers,3,68,68,68,67,€3M,€7.7M,Balanced,Normal,Mixed,Organised,Lots,Little,Contain,Medium,Narrow,Cover,10,1,28,24.73,23.61
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/16/60.png,Bolton Wanderers,4,68,68,68,69,€2.5M,€8M,Fast,Little,Long,Organised,Lots,Lots,Double,High,Normal,Cover,10,1,30,27.45,26.23
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/17/60.png,Wigan Athletic,1917,68,70,68,67,€2.9M,€7.6M,Balanced,Little,Mixed,Organised,Normal,Normal,Double,Medium,Wide,Cover,9,1,28,23.91,24.68
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/54/60.png,Barnsley,1932,68,68,67,67,€1.3M,€7M,Fast,Normal,Long,Organised,Normal,Lots,Contain,Deep,Narrow,Cover,1,1,30,23.73,22.50
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/314/60.png,Hearts,80,67,71,65,68,€1.6M,€7.3M,Balanced,Normal,Mixed,Organised,Normal,Little,Press,Medium,Narrow,Cover,6,1,28,25.82,23.64
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/150/60.png,Burton Albion,15015,67,69,65,67,€800K,€4M,Fast,Normal,Long,Organised,Lots,Lots,Press,Medium,Normal,Cover,1,1,24,27.64,25.92
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/66/60.png,Hibernian,81,66,67,67,66,€1.2M,€7.2M,Balanced,Normal,Mixed,Organised,Lots,Normal,Press,Medium,Normal,Cover,4,2,25,25.36,24.80
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/180/60.png,Kilmarnock,82,66,67,66,65,€850K,€5.5M,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,4,1,28,26.64,24.57
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/4/60.png,Charlton Athletic,89,66,65,67,66,€2.1M,€5.5M,Balanced,Lots,Mixed,Organised,Normal,Lots,Press,Medium,Wide,Cover,8,1,28,24.36,22.75
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/101/60.png,Scunthorpe United,1949,66,67,65,66,€900K,€3.5M,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,7,1,28,24.64,23.54
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/297/60.png,Oxford United,1951,66,66,67,66,€1M,€3.6M,Balanced,Normal,Mixed,Organised,Normal,Normal,Contain,Medium,Normal,Cover,5,1,28,25.55,24.82
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/5/60.png,Portsmouth,1790,66,67,65,65,€1.2M,€3.8M,Balanced,Lots,Mixed,Organised,Lots,Normal,Press,Medium,Normal,Cover,8,2,28,23.27,22.21
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/138/60.png,Rotherham United,1797,65,65,66,65,€1.5M,€4M,Fast,Lots,Long,Organised,Lots,Normal,Double,Medium,Normal,Cover,7,1,28,24.36,23.29
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/341/60.png,Milton Keynes Dons,1798,65,65,64,64,€1.3M,€4M,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,High,Normal,Cover,8,1,28,24.82,23.39
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/137/60.png,Bradford City,1804,65,63,65,67,€1.4M,€4.2M,Balanced,Normal,Mixed,Organised,Lots,Normal,Press,Medium,Normal,Cover,8,1,28,27.36,24.07
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/246/60.png,Ross County,631,65,65,63,65,€700K,€4.2M,Fast,Normal,Long,Organised,Lots,Lots,Contain,Deep,Narrow,Cover,4,1,28,26.36,24.39
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/154/60.png,Shrewsbury Town,127,65,65,66,65,€600K,€4.4M,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Narrow,Cover,2,1,28,25.00,23.18
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/115/60.png,Luton Town,1923,65,67,63,63,€900K,€1.9M,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,8,1,28,25.09,24.04
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/254/60.png,Peterborough United,1938,65,68,66,64,€1.1M,€3.4M,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,6,1,28,24.27,22.61
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/114/60.png,Southend United,1954,65,64,65,65,€700K,€4M,Balanced,Normal,Mixed,Organised,Normal,Normal,Double,Medium,Normal,Cover,5,1,28,28.82,25.32
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/76/60.png,Walsall,1803,64,63,65,63,€600K,€3.3M,Balanced,Normal,Mixed,Organised,Lots,Normal,Press,Medium,Normal,Cover,5,1,28,23.27,21.11
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/1311/60.png,Dundalk,837,64,67,64,63,€950K,€1.8M,Balanced,Normal,Mixed,Organised,Normal,Normal,Double,Medium,Normal,Cover,10,2,25,25.45,24.44
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/309/60.png,Motherwell,83,64,64,64,65,€900K,€3.9M,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,5,1,28,24.09,22.54
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/218/60.png,Oldham Athletic,1920,64,64,65,64,€650K,€5.2M,Fast,Little,Long,Organised,Little,Normal,Contain,Deep,Narrow,Cover,3,1,27,26.18,24.19
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/301/60.png,AFC Wimbledon,112259,64,64,65,64,€700K,€5.1M,Fast,Normal,Long,Organised,Normal,Normal,Press,Deep,Narrow,Cover,1,1,28,26.73,24.89
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/110/60.png,Plymouth Argyle,1929,64,64,65,64,€850K,€3.2M,Balanced,Little,Long,Organised,Lots,Lots,Press,Medium,Wide,Cover,5,2,27,25.91,25.04
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/221/60.png,Northampton Town,1930,64,65,63,64,€750K,€5M,Balanced,Little,Mixed,Organised,Little,Normal,Double,Medium,Narrow,Cover,1,1,28,25.64,23.54
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/235/60.png,Doncaster Rovers,142,64,63,64,64,€750K,€5.1M,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,High,Normal,Cover,5,1,28,26.09,23.71
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/98/60.png,Notts County,1937,64,63,63,64,€1M,€2.1M,Fast,Little,Long,Organised,Normal,Lots,Press,Medium,Wide,Cover,9,2,28,27.82,27.21
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/124/60.png,Bury,1945,64,63,63,63,€1.1M,€3.8M,Balanced,Normal,Mixed,Organised,Normal,Normal,Contain,Deep,Narrow,Cover,5,1,28,25.45,25.18
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/240/60.png,Rochdale,1955,64,65,64,63,€650K,€5M,Balanced,Normal,Mixed,Organised,Lots,Normal,Press,High,Normal,Cover,5,1,28,25.64,24.75
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/230/60.png,Bristol Rovers,1962,64,63,65,64,€1M,€3.6M,Balanced,Lots,Mixed,Organised,Lots,Normal,Press,High,Normal,Cover,4,1,28,26.73,23.86
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/734/60.png,St. Johnstone,100804,64,65,65,64,€950K,€6.8M,Balanced,Normal,Mixed,Organised,Normal,Normal,Contain,Medium,Normal,Cover,6,1,27,27.91,24.63
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/339/60.png,Partick Thistle,1754,64,65,64,63,€800K,€5.7M,Fast,Lots,Long,Organised,Normal,Lots,Press,Medium,Normal,Cover,5,1,27,25.91,24.30
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/117/60.png,Coventry City,1800,63,66,63,62,€900K,€4.5M,Balanced,Normal,Mixed,Organised,Normal,Normal,Double,Medium,Normal,Cover,9,1,28,24.73,23.96
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/307/60.png,Gillingham,1802,63,63,63,62,€600K,€3.8M,Balanced,Normal,Mixed,Organised,Normal,Normal,Contain,Deep,Narrow,Cover,4,1,28,26.00,23.50
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/317/60.png,Fleetwood Town,112260,63,63,62,63,€950K,€3.2M,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,3,1,28,24.82,22.75
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/28/60.png,Blackpool,1926,63,63,65,62,€650K,€5M,Balanced,Normal,Mixed,Organised,Lots,Normal,Contain,Deep,Narrow,Cover,4,2,28,24.55,23.89
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/183/60.png,Wycombe Wanderers,1933,63,63,62,63,€700K,€1.7M,Fast,Normal,Long,Organised,Lots,Normal,Press,High,Normal,Cover,6,1,23,28.91,26.96
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/285/60.png,Swindon Town,1934,63,62,62,64,€700K,€4M,Fast,Little,Long,Organised,Little,Lots,Press,Medium,Normal,Cover,7,1,26,27.00,24.15
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/185/60.png,Exeter City,143,63,62,63,63,€600K,€2.3M,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,4,1,28,24.45,24.11
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/74/60.png,Colchester United,1935,63,62,62,64,€750K,€1.8M,Balanced,Lots,Mixed,Organised,Lots,Lots,Contain,Medium,Wide,Cover,6,1,28,22.55,22.21
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/225/60.png,Mansfield Town,1940,63,66,63,63,€750K,€2.8M,Balanced,Normal,Mixed,Organised,Normal,Normal,Contain,Medium,Normal,Cover,8,1,28,26.00,24.71
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/305/60.png,Lincoln City,149,63,63,63,64,€800K,€1.8M,Fast,Normal,Mixed,Organised,Normal,Normal,Press,High,Normal,Cover,6,1,27,26.55,24.22
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/284/60.png,Dundee,180,63,63,63,64,€750K,€3.1M,Fast,Normal,Long,Organised,Lots,Lots,Press,Medium,Normal,Cover,3,1,28,24.91,24.04
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/395/60.png,Accrington Stanley,110313,63,65,63,62,€500K,€2.3M,Fast,Normal,Mixed,Organised,Lots,Lots,Double,Medium,Normal,Cover,3,1,24,25.36,22.79
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/205/60.png,Crawley Town,110890,62,60,62,62,€600K,€1.7M,Balanced,Normal,Mixed,Free form,Lots,Lots,Press,Medium,Wide,Cover,2,1,23,26.36,25.26
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/177/60.png,Forest Green Rovers,561,62,63,61,63,€750K,€2.3M,Balanced,Little,Mixed,Organised,Little,Normal,Press,Medium,Normal,Cover,6,1,28,25.18,24.04
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/261/60.png,Yeovil Town,346,62,62,61,61,€600K,€1.9M,Balanced,Normal,Mixed,Organised,Lots,Normal,Press,Medium,Normal,Cover,3,1,27,24.45,23.04
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/198/60.png,Grimsby Town,92,62,60,62,61,€625K,€1.8M,Fast,Lots,Long,Organised,Normal,Normal,Double,High,Normal,Cover,5,1,28,26.73,26.21
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/248/60.png,Chesterfield,1924,62,62,62,60,€1M,€4M,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,High,Normal,Cover,7,1,28,22.55,23.75
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/232/60.png,Cambridge United,1944,62,62,61,62,€700K,€1.7M,Balanced,Little,Mixed,Organised,Lots,Normal,Contain,Deep,Narrow,Cover,7,1,27,26.09,23.78
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/326/60.png,Cork City,422,62,64,63,62,€850K,€1.4M,Fast,Normal,Long,Organised,Normal,Lots,Press,Medium,Normal,Cover,10,1,25,28.18,24.68
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/330/60.png,Carlisle United,1480,62,58,62,64,€700K,€2M,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,5,1,25,26.36,25.16
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/207/60.png,Shamrock Rovers,306,61,60,61,61,€750K,€1.5M,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Wide,Cover,9,1,25,24.18,22.84
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/409/60.png,Stevenage,361,61,62,60,62,€600K,€2.2M,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,High,Normal,Cover,5,1,28,26.09,24.18
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/318/60.png,Barnet,135,61,63,57,61,€700K,€2.2M,Balanced,Normal,Long,Organised,Lots,Normal,Double,High,Normal,Cover,4,1,28,25.55,24.00
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/348/60.png,Port Vale,1928,61,64,61,61,€800K,€5M,Balanced,Normal,Long,Organised,Normal,Normal,Press,Medium,Narrow,Cover,7,1,28,25.55,24.00
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/351/60.png,Cheltenham Town,1936,61,62,62,60,€600K,€2.2M,Fast,Normal,Long,Organised,Lots,Lots,Press,Medium,Normal,Cover,4,1,27,23.82,21.96
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/338/60.png,Hamilton Academical,184,61,60,63,59,€500K,€4.2M,Fast,Normal,Long,Free form,Lots,Lots,Press,Deep,Narrow,Cover,1,1,25,26.64,23.84
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/772/60.png,Morecambe,357,60,60,61,58,€500K,€2.1M,Fast,Normal,Long,Organised,Normal,Lots,Contain,Deep,Normal,Cover,2,1,28,28.00,23.96
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/87/60.png,Crewe Alexandra,121,60,64,56,58,€600K,€1.5M,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,9,1,28,23.55,22.57
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/72/60.png,Newport County,112254,60,61,60,59,€625K,€2.2M,Fast,Normal,Mixed,Organised,Lots,Normal,Press,High,Normal,Cover,2,1,25,25.73,24.40
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/1260/60.png,St Patrick's,423,60,60,59,61,€550K,€1M,Balanced,Little,Mixed,Free form,Lots,Normal,Press,High,Normal,Cover,7,1,25,24.27,24.48
FIFA 18,Sep 12 2018,https://cdn.sofifa.net/meta/team/374/60.png,Bohemians,305,58,59,59,58,€550K,€1.1M,Balanced,Lots,Mixed,Organised,Lots,Normal,Press,Medium,Normal,Cover,6,1,24,24.45,22.04
