Game Version,Update Date,Team Avatar,Team Name,ID,Overall,Attack,Midfield,Defence,Transfer budget,Club worth,Speed,Dribbling,Passing,Positioning,Crossing,Shooting,Aggression,Pressure,Team width,Defender line,Domestic prestige,International prestige,Players,Starting XI average age,Whole team average age
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/18706/60.png,Scotland,1359,76,68,76,74,€0,€0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,4,23,26.55,25.96
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/52/60.png,AFC Bournemouth,1943,76,78,76,76,€36.5M,€381M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,33,24.55,24.24
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/21/60.png,Sheffield United,1794,75,73,77,75,€18M,€332.5M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,33,26.27,25.27
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/18654/60.png,Republic of Ireland,1355,75,73,73,77,€0,€0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,5,23,28.91,27.00
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/33/60.png,Norwich City,1792,74,75,74,72,€25M,€336M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,33,25.36,23.48
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/53/60.png,Celtic,78,74,74,75,73,€14.6M,€65M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,4,28,26.00,24.75
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/71/60.png,Leeds United,8,73,73,74,73,€17M,€80M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,1,30,25.45,23.13
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/62/60.png,Rangers,86,73,74,72,73,€8.3M,€40M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,3,28,26.64,25.43
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/10/60.png,West Bromwich Albion,109,73,72,74,71,€18M,€200M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,1,30,25.55,25.30
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/11/60.png,Fulham,144,73,75,73,71,€18.5M,€180M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,1,30,26.73,24.57
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/63/60.png,Nottingham Forest,14,72,73,72,72,€13M,€70M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,1,30,26.18,25.13
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/236/60.png,Brentford,1925,72,73,71,72,€8M,€26M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,1,30,23.64,22.47
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/69/60.png,Cardiff City,1961,72,71,71,71,€12M,€140M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,1,30,27.00,26.17
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/18696/60.png,Northern Ireland,110081,71,68,70,74,€0,€0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,2,23,27.45,27.57
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/99/60.png,Preston North End,1801,71,70,71,71,€3.5M,€15M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,1,30,25.09,25.03
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/26/60.png,Stoke City,1806,71,69,71,71,€18.5M,€180M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,1,30,26.55,25.20
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/56/60.png,Sheffield Wednesday,1807,71,71,71,69,€6M,€55M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,1,30,26.82,26.10
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/24/60.png,Derby County,91,71,71,71,71,€9M,€85M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,1,30,25.64,24.57
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/122/60.png,Bristol City,1919,71,72,71,71,€10M,€40M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,1,30,26.91,25.07
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/23/60.png,Reading,1793,70,70,71,70,€8.5M,€32M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,30,24.82,24.70
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/2/60.png,Blackburn Rovers,3,70,73,70,70,€5.5M,€18M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,1,30,24.64,24.53
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/7/60.png,Middlesbrough,12,70,70,71,70,€15M,€160M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,1,30,25.09,23.50
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/12/60.png,Birmingham City,88,70,71,71,71,€4M,€18M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,1,30,26.64,23.97
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/64/60.png,Millwall,97,70,69,70,70,€3M,€12M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,30,25.36,24.53
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/251/60.png,Huddersfield Town,1939,70,70,70,70,€11M,€100M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,1,30,25.91,23.80
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/30/60.png,Swansea City,1960,70,67,71,69,€13.5M,€150M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,1,30,23.18,22.57
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/47/60.png,Queens Park Rangers,15,69,71,69,69,€3.5M,€24M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,30,26.55,23.17
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/4/60.png,Charlton Athletic,89,69,68,69,67,€3M,€7M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,30,26.36,24.73
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/17/60.png,Wigan Athletic,1917,69,69,68,69,€4.5M,€14M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,30,26.82,24.83
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/273/60.png,Aberdeen,77,68,67,68,68,€2.3M,€7.5M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,2,26,26.45,24.42
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/314/60.png,Hearts,80,68,68,65,68,€2.3M,€7.7M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,1,28,26.27,24.61
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/115/60.png,Luton Town,1923,68,69,68,67,€2M,€5M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,30,24.82,25.17
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/22/60.png,Hull City,1952,68,68,68,69,€7M,€55M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,1,30,23.91,23.17
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/66/60.png,Hibernian,81,67,68,68,66,€3M,€8M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,1,25,26.64,26.04
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/180/60.png,Kilmarnock,82,67,64,67,67,€1.5M,€5.5M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,1,25,26.64,25.52
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/309/60.png,Motherwell,83,67,67,67,66,€900K,€3.8M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,1,26,25.18,23.77
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/3/60.png,Sunderland,106,67,67,67,67,€5.4M,€13M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,2,28,25.18,25.00
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/54/60.png,Barnsley,1932,67,67,68,66,€3M,€9M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,30,22.27,21.43
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/138/60.png,Rotherham United,1797,66,66,65,66,€1.8M,€4M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,1,24,25.00,24.96
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/116/60.png,Ipswich Town,94,66,67,66,65,€2.8M,€6.5M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,1,28,27.27,24.32
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/317/60.png,Fleetwood Town,112260,66,67,66,64,€750K,€3.4M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,1,28,25.27,23.79
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/254/60.png,Peterborough United,1938,66,68,66,65,€2M,€3.4M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,1,26,23.91,22.81
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/297/60.png,Oxford United,1951,66,65,67,66,€1M,€3.6M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,1,28,24.82,22.50
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/5/60.png,Portsmouth,1790,66,67,66,65,€2M,€4.5M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,2,28,24.36,24.00
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/16/60.png,Bolton Wanderers,4,65,67,64,64,€500K,€5M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,28,25.36,23.43
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/117/60.png,Coventry City,1800,65,66,66,65,€1.3M,€4M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,1,28,24.18,22.64
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/258/60.png,Livingston,621,65,67,64,64,€650K,€3.4M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,28,25.91,25.21
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/154/60.png,Shrewsbury Town,127,65,65,65,65,€750K,€4.3M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,1,28,25.09,24.07
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/28/60.png,Blackpool,1926,65,66,65,64,€750K,€3M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,1,28,24.64,24.11
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/183/60.png,Wycombe Wanderers,1933,65,65,65,65,€750K,€3.5M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,25,28.18,25.68
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/235/60.png,Doncaster Rovers,142,65,65,67,64,€1.3M,€4M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,1,28,25.18,22.75
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/305/60.png,Lincoln City,149,65,64,66,63,€1.3M,€3.4M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,1,28,25.64,23.36
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/230/60.png,Bristol Rovers,1962,65,62,65,63,€750K,€3M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,1,28,26.64,24.79
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/734/60.png,St. Johnstone,100804,65,64,65,64,€700K,€4.4M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,1,25,24.36,24.16
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/341/60.png,Milton Keynes Dons,1798,64,65,64,64,€1.5M,€3.8M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,1,28,24.91,24.21
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/129/60.png,Salford City,113926,64,65,65,63,€1.5M,€2.4M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,1,28,25.73,24.57
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/177/60.png,Forest Green Rovers,561,64,61,65,63,€1M,€2.3M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,1,28,23.00,23.86
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/1311/60.png,Dundalk,837,64,69,64,65,€900K,€1.8M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,2,24,26.64,25.29
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/285/60.png,Swindon Town,1934,64,66,64,63,€750K,€3.4M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,1,28,25.27,24.39
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/74/60.png,Colchester United,1935,64,64,64,64,€500K,€1.8M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,1,28,25.82,23.64
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/240/60.png,Rochdale,1955,64,67,65,64,€500K,€5M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,28,25.82,24.71
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/150/60.png,Burton Albion,15015,64,65,65,63,€750K,€5M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,1,25,27.00,24.52
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/201/60.png,Tranmere Rovers,15048,64,66,64,63,€750K,€2.8M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,28,27.36,26.54
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/307/60.png,Gillingham,1802,63,63,63,63,€1M,€3.8M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,1,22,25.00,25.14
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/76/60.png,Walsall,1803,63,62,63,63,€750K,€2.7M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,1,26,24.55,22.96
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/137/60.png,Bradford City,1804,63,63,63,63,€1.3M,€3.2M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,1,28,26.91,24.96
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/207/60.png,Shamrock Rovers,306,63,65,63,63,€700K,€1.2M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,2,24,28.55,24.67
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/246/60.png,Ross County,631,63,63,63,63,€600K,€3.9M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,23,28.00,26.09
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/301/60.png,AFC Wimbledon,112259,63,64,62,62,€500K,€4M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,28,23.27,22.14
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/348/60.png,Port Vale,1928,63,62,63,63,€750K,€3.4M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,1,27,27.09,24.93
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/110/60.png,Plymouth Argyle,1929,63,62,63,65,€1.3M,€3.1M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,1,25,25.09,23.84
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/221/60.png,Northampton Town,1930,63,62,63,63,€1M,€3M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,1,28,27.45,24.93
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/185/60.png,Exeter City,143,63,64,63,64,€750K,€2.9M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,1,26,25.73,25.65
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/225/60.png,Mansfield Town,1940,63,64,62,63,€1.5M,€2.8M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,1,27,25.27,23.63
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/101/60.png,Scunthorpe United,1949,63,64,62,62,€1M,€2.8M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,1,28,25.09,24.07
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/114/60.png,Southend United,1954,63,63,60,61,€750K,€4M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,1,28,22.18,22.93
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/496/60.png,St. Mirren,100805,63,64,63,60,€750K,€3.6M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,28,25.27,24.61
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/395/60.png,Accrington Stanley,110313,63,64,63,63,€500K,€4.2M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,28,22.18,23.61
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/205/60.png,Crawley Town,110890,62,62,62,61,€500K,€1.6M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,28,26.55,24.18
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/198/60.png,Grimsby Town,92,62,63,62,61,€500K,€1.8M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,28,25.09,24.14
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/409/60.png,Stevenage,361,62,62,59,62,€750K,€3M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,1,28,23.64,25.54
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/87/60.png,Crewe Alexandra,121,62,63,63,62,€500K,€1.5M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,1,28,24.82,23.79
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/72/60.png,Newport County,112254,62,61,61,62,€750K,€3.3M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,1,23,26.36,24.35
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/218/60.png,Oldham Athletic,1920,62,61,63,62,€750K,€4.5M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,1,28,25.09,24.43
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/351/60.png,Cheltenham Town,1936,62,63,62,63,€500K,€2.2M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,1,27,25.64,24.11
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/294/60.png,Leyton Orient,1958,62,61,60,61,€750K,€2.3M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,1,28,24.64,24.43
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/338/60.png,Hamilton Academical,184,62,60,62,62,€500K,€4.2M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,28,23.18,23.00
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/330/60.png,Carlisle United,1480,62,63,61,61,€500K,€2.1M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,1,28,26.00,23.61
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/772/60.png,Morecambe,357,61,61,62,60,€500K,€2.1M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,28,25.36,25.86
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/232/60.png,Cambridge United,1944,61,61,61,59,€500K,€1.7M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,27,23.27,23.48
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/226/60.png,Macclesfield Town,1959,61,61,60,61,€500K,€2.2M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,23,23.55,24.57
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/374/60.png,Bohemians,305,60,61,61,59,€530K,€975K,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,1,25,21.73,21.48
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/1260/60.png,St Patrick's,423,60,60,61,60,€525K,€972K,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,1,22,24.64,23.32
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/124/60.png,Bury,1945,59,59,59,58,€500K,€5M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,20,23.64,25.30
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/1097/60.png,Derry City,445,59,62,59,59,€510K,€985K,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,1,24,25.64,23.33
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/910/60.png,Sligo Rovers,563,58,55,58,58,€515K,€952K,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,1,23,23.18,23.26
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/964/60.png,Finn Harps,111131,56,55,56,56,€500K,€945K,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,25,26.00,24.04
FIFA 20,Sep 23 2020,https://cdn.sofifa.net/meta/team/326/60.png,Cork City,422,56,56,56,55,€850K,€1.3M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,2,25,21.27,21.92
