Game Version,Update Date,Team Avatar,Team Name,ID,Overall,Attack,Midfield,Defence,Transfer budget,Club worth,Speed,Dribbling,Passing,Positioning,Crossing,Shooting,Aggression,Pressure,Team width,Defender line,Domestic prestige,International prestige,Players,Starting XI average age,Whole team average age
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/25/60.png,Watford,1795,77,78,78,77,€48M,€640M,Balanced,Normal,Mixed,Organised,Normal,Little,Press,Medium,Narrow,Offside trap,4,3,31,28.27,25.32
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/27/60.png,Burnley,1796,77,77,75,77,€45M,€575M,Fast,Little,Long,Organised,Lots,Lots,Press,Medium,Normal,Cover,4,3,33,26.64,24.88
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/51/60.png,Crystal Palace,1799,77,79,77,76,€50M,€650M,Balanced,Lots,Mixed,Organised,Normal,Lots,Press,High,Normal,Cover,4,4,33,26.73,25.18
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/29/60.png,Wolverhampton Wanderers,110,77,75,80,76,€60M,€425M,Balanced,Lots,Mixed,Organised,Normal,Little,Press,High,Normal,Cover,3,1,33,25.73,22.27
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/52/60.png,AFC Bournemouth,1943,77,79,76,77,€47M,€540M,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,3,3,33,26.27,24.00
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/20/60.png,Newcastle United,13,76,75,77,76,€40M,€983M,Balanced,Little,Mixed,Organised,Little,Little,Press,Medium,Narrow,Cover,5,3,33,25.82,24.27
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/78/60.png,Brighton & Hove Albion,1808,76,76,77,76,€36.5M,€440M,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,High,Normal,Cover,2,1,33,26.73,24.67
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/65/60.png,Southampton,17,76,75,77,74,€50M,€981.5M,Fast,Normal,Long,Organised,Normal,Lots,Press,High,Wide,Cover,5,4,33,24.36,23.03
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/18706/60.png,Scotland,1359,75,72,75,74,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Lots,Press,Medium,Wide,Cover,10,4,23,24.55,25.87
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/11/60.png,Fulham,144,75,78,76,73,€45M,€410M,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,2,2,33,25.00,23.85
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/18654/60.png,Republic of Ireland,1355,74,72,74,75,€0,€0,Balanced,Normal,Mixed,Organised,Lots,Normal,Double,High,Wide,Cover,10,5,23,27.73,27.04
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/53/60.png,Celtic,78,74,73,74,73,€12.5M,€76M,Balanced,Normal,Mixed,Organised,Little,Little,Double,Medium,Normal,Cover,10,4,28,24.36,24.64
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/251/60.png,Huddersfield Town,1939,74,72,73,75,€37.5M,€400M,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,High,Normal,Cover,2,1,33,24.82,23.73
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/71/60.png,Leeds United,8,73,73,72,73,€10.5M,€65M,Balanced,Little,Mixed,Organised,Normal,Normal,Double,Medium,Normal,Cover,7,1,30,25.91,23.03
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/62/60.png,Rangers,86,73,73,72,71,€5.5M,€37M,Balanced,Little,Mixed,Free form,Lots,Normal,Double,Medium,Normal,Cover,9,3,28,26.82,25.89
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/10/60.png,West Bromwich Albion,109,73,74,72,74,€20.5M,€250M,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,5,4,30,25.45,25.97
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/69/60.png,Cardiff City,1961,73,73,73,72,€35M,€365M,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,High,Normal,Cover,1,1,33,27.82,25.97
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/33/60.png,Norwich City,1792,72,76,72,71,€8.6M,€90M,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,6,1,30,24.09,24.13
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/15/60.png,Aston Villa,2,72,73,73,70,€5M,€50M,Balanced,Normal,Mixed,Organised,Lots,Normal,Press,Medium,Normal,Cover,8,2,30,25.73,25.43
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/21/60.png,Sheffield United,1794,72,72,72,72,€4.4M,€15M,Balanced,Normal,Mixed,Free form,Lots,Normal,Press,Medium,Normal,Cover,2,1,30,27.09,25.30
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/7/60.png,Middlesbrough,12,72,70,72,72,€21.2M,€180M,Balanced,Little,Mixed,Organised,Lots,Normal,Contain,Deep,Narrow,Cover,9,1,30,26.55,24.80
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/63/60.png,Nottingham Forest,14,72,73,71,71,€20.8M,€80M,Fast,Lots,Long,Organised,Lots,Lots,Press,Medium,Normal,Cover,8,1,30,24.82,26.67
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/26/60.png,Stoke City,1806,72,72,73,71,€34M,€320M,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,High,Normal,Cover,6,4,30,25.82,24.80
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/18696/60.png,Northern Ireland,110081,71,69,71,72,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,10,2,23,26.73,26.87
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/56/60.png,Sheffield Wednesday,1807,71,71,71,69,€8M,€68M,Balanced,Normal,Mixed,Organised,Lots,Normal,Press,High,Normal,Offside trap,7,1,30,27.45,26.47
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/24/60.png,Derby County,91,71,72,71,71,€14M,€100M,Balanced,Little,Mixed,Organised,Little,Little,Double,Medium,Normal,Cover,8,1,30,25.00,25.60
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/30/60.png,Swansea City,1960,71,73,70,71,€15.2M,€200M,Balanced,Normal,Mixed,Organised,Normal,Normal,Contain,Medium,Normal,Cover,5,4,30,24.09,23.57
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/23/60.png,Reading,1793,70,71,69,70,€5.7M,€32M,Balanced,Normal,Mixed,Free form,Normal,Normal,Press,Medium,Normal,Cover,6,1,30,23.55,23.50
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/99/60.png,Preston North End,1801,70,71,71,69,€3M,€12M,Balanced,Lots,Mixed,Organised,Lots,Normal,Double,Medium,Normal,Cover,3,1,30,24.00,23.33
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/12/60.png,Birmingham City,88,70,72,70,70,€3.5M,€15M,Balanced,Normal,Mixed,Organised,Lots,Normal,Contain,Deep,Narrow,Cover,5,2,30,27.09,24.60
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/122/60.png,Bristol City,1919,70,72,71,70,€8.7M,€32M,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,High,Wide,Cover,5,1,30,24.00,24.17
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/236/60.png,Brentford,1925,70,73,69,69,€7M,€22M,Balanced,Normal,Mixed,Organised,Normal,Normal,Double,Medium,Normal,Cover,6,1,30,23.64,21.77
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/47/60.png,Queens Park Rangers,15,69,70,69,69,€3.8M,€26M,Fast,Normal,Long,Organised,Lots,Lots,Contain,Deep,Narrow,Offside trap,4,1,30,24.36,23.63
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/64/60.png,Millwall,97,69,69,69,69,€2.8M,€10M,Fast,Little,Long,Organised,Normal,Lots,Double,Medium,Narrow,Cover,4,1,30,26.18,24.83
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/17/60.png,Wigan Athletic,1917,69,69,69,69,€4.3M,€11M,Balanced,Lots,Mixed,Free form,Lots,Normal,Press,Medium,Normal,Cover,9,1,30,25.00,25.33
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/22/60.png,Hull City,1952,69,70,70,68,€7M,€70M,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,High,Narrow,Cover,5,1,30,25.00,23.73
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/2/60.png,Blackburn Rovers,3,68,69,68,69,€3.9M,€15M,Fast,Normal,Long,Organised,Lots,Normal,Double,High,Normal,Cover,10,1,30,24.64,23.43
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/16/60.png,Bolton Wanderers,4,68,65,68,68,€2.3M,€8M,Fast,Normal,Long,Organised,Lots,Lots,Contain,Deep,Normal,Cover,1,1,30,27.82,26.47
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/273/60.png,Aberdeen,77,68,67,68,69,€2.5M,€9.2M,Balanced,Little,Mixed,Organised,Lots,Normal,Press,High,Normal,Cover,8,2,23,24.36,24.43
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/180/60.png,Kilmarnock,82,68,66,69,67,€850K,€5.2M,Balanced,Lots,Mixed,Free form,Normal,Normal,Press,High,Normal,Cover,6,1,28,26.91,23.93
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/116/60.png,Ipswich Town,94,68,67,66,68,€3M,€17M,Fast,Normal,Long,Organised,Normal,Lots,Press,High,Normal,Cover,4,1,30,24.36,24.87
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/3/60.png,Sunderland,106,68,70,68,67,€15M,€12M,Fast,Normal,Long,Organised,Normal,Lots,Contain,Deep,Normal,Cover,9,2,28,26.09,25.00
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/138/60.png,Rotherham United,1797,67,67,68,67,€2.3M,€6M,Fast,Lots,Long,Organised,Lots,Normal,Press,Medium,Normal,Cover,7,1,27,24.45,24.67
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/314/60.png,Hearts,80,67,70,67,67,€1.6M,€6.7M,Balanced,Lots,Mixed,Organised,Lots,Normal,Press,High,Normal,Cover,7,1,28,25.36,24.89
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/66/60.png,Hibernian,81,67,69,68,66,€1.2M,€7.2M,Balanced,Normal,Mixed,Organised,Lots,Normal,Double,High,Normal,Cover,7,1,26,27.00,25.08
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/4/60.png,Charlton Athletic,89,67,67,66,67,€2.1M,€5.1M,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,8,2,28,24.09,23.54
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/115/60.png,Luton Town,1923,67,68,67,68,€900K,€3M,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,6,1,24,25.64,25.29
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/54/60.png,Barnsley,1932,67,67,66,67,€1.3M,€6.2M,Slow,Normal,Short,Organised,Normal,Normal,Press,Medium,Normal,Cover,9,1,28,23.36,21.68
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/309/60.png,Motherwell,83,66,64,66,65,€900K,€2.8M,Balanced,Normal,Mixed,Organised,Normal,Normal,Contain,Medium,Normal,Cover,5,1,26,23.27,23.69
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/101/60.png,Scunthorpe United,1949,66,63,67,65,€900K,€2.8M,Fast,Normal,Long,Organised,Normal,Lots,Press,Medium,Normal,Cover,7,1,28,27.55,24.18
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/297/60.png,Oxford United,1951,66,64,66,63,€1M,€3.3M,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,7,1,28,24.36,23.89
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/5/60.png,Portsmouth,1790,66,67,66,66,€1.2M,€5M,Balanced,Lots,Mixed,Free form,Lots,Lots,Contain,Medium,Wide,Cover,8,2,28,25.00,23.50
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/341/60.png,Milton Keynes Dons,1798,65,66,64,64,€1.3M,€3.9M,Balanced,Normal,Mixed,Organised,Lots,Normal,Double,High,Normal,Cover,9,1,27,25.91,24.63
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/137/60.png,Bradford City,1804,65,64,66,63,€1.4M,€4.2M,Balanced,Normal,Mixed,Organised,Lots,Normal,Contain,Medium,Normal,Cover,7,1,28,26.27,24.57
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/154/60.png,Shrewsbury Town,127,65,64,65,65,€600K,€3.3M,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,5,1,28,24.09,24.71
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/317/60.png,Fleetwood Town,112260,65,65,64,65,€950K,€3.5M,Balanced,Normal,Mixed,Organised,Normal,Normal,Double,Medium,Normal,Cover,4,1,28,25.55,24.07
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/110/60.png,Plymouth Argyle,1929,65,64,65,64,€850K,€3.2M,Balanced,Normal,Mixed,Organised,Lots,Normal,Contain,Deep,Normal,Cover,7,1,28,26.82,24.96
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/235/60.png,Doncaster Rovers,142,65,67,66,64,€750K,€3.2M,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Narrow,Cover,4,1,28,26.55,22.89
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/254/60.png,Peterborough United,1938,65,66,66,64,€1.1M,€4M,Fast,Lots,Long,Organised,Normal,Lots,Contain,Deep,Narrow,Cover,8,1,26,24.27,23.00
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/225/60.png,Mansfield Town,1940,65,65,65,65,€750K,€2.8M,Balanced,Normal,Mixed,Organised,Normal,Normal,Contain,Medium,Normal,Cover,8,1,28,25.45,24.21
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/305/60.png,Lincoln City,149,65,64,65,66,€800K,€1.9M,Fast,Normal,Long,Organised,Normal,Lots,Press,Medium,Normal,Cover,8,1,28,27.09,25.54
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/114/60.png,Southend United,1954,65,64,65,63,€700K,€3.7M,Balanced,Normal,Mixed,Organised,Lots,Normal,Press,Medium,Normal,Cover,6,1,28,25.45,23.64
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/734/60.png,St. Johnstone,100804,65,65,66,65,€950K,€5.3M,Fast,Normal,Long,Organised,Normal,Lots,Press,Medium,Normal,Cover,5,1,25,25.36,25.04
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/117/60.png,Coventry City,1800,64,63,64,64,€900K,€3.1M,Balanced,Normal,Mixed,Organised,Normal,Normal,Double,Medium,Normal,Cover,6,1,28,22.09,21.57
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/307/60.png,Gillingham,1802,64,66,64,64,€600K,€2.6M,Fast,Normal,Long,Organised,Normal,Lots,Press,Medium,Wide,Cover,2,1,28,25.00,23.61
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/76/60.png,Walsall,1803,64,63,65,63,€600K,€2.9M,Fast,Normal,Long,Organised,Lots,Normal,Press,Medium,Normal,Cover,3,1,28,23.18,24.07
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/1311/60.png,Dundalk,837,64,69,64,63,€900K,€1.8M,Balanced,Normal,Mixed,Organised,Normal,Normal,Double,Medium,Normal,Cover,10,2,23,26.18,25.09
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/258/60.png,Livingston,621,64,64,64,65,€650K,€2.2M,Fast,Normal,Long,Organised,Normal,Lots,Press,Medium,Normal,Cover,1,1,25,25.09,25.20
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/28/60.png,Blackpool,1926,64,65,64,63,€650K,€4.5M,Balanced,Normal,Mixed,Organised,Lots,Normal,Contain,Deep,Narrow,Cover,5,1,27,24.82,23.96
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/183/60.png,Wycombe Wanderers,1933,64,64,64,65,€700K,€2.3M,Fast,Normal,Long,Organised,Lots,Lots,Double,High,Normal,Cover,1,1,22,25.91,26.36
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/74/60.png,Colchester United,1935,64,64,64,64,€750K,€1.8M,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,High,Normal,Cover,6,1,28,23.27,22.50
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/124/60.png,Bury,1945,64,65,64,63,€1.1M,€3.8M,Balanced,Little,Mixed,Organised,Normal,Normal,Contain,Deep,Narrow,Cover,7,1,26,26.55,25.54
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/240/60.png,Rochdale,1955,64,62,65,64,€650K,€2.4M,Balanced,Little,Mixed,Organised,Normal,Normal,Press,High,Narrow,Cover,3,1,26,27.55,24.31
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/150/60.png,Burton Albion,15015,64,68,64,65,€800K,€3.8M,Fast,Normal,Long,Organised,Normal,Lots,Press,Medium,Normal,Cover,7,1,23,27.36,25.83
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/230/60.png,Bristol Rovers,1962,64,64,65,63,€1M,€3.4M,Balanced,Lots,Mixed,Organised,Lots,Normal,Press,High,Normal,Cover,6,1,28,26.55,24.64
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/177/60.png,Forest Green Rovers,561,63,64,63,64,€750K,€2.2M,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,6,1,23,23.91,23.17
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/207/60.png,Shamrock Rovers,306,63,63,63,63,€725K,€1.4M,Balanced,Normal,Mixed,Free form,Normal,Normal,Double,Medium,Normal,Cover,9,1,24,28.00,23.79
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/218/60.png,Oldham Athletic,1920,63,62,63,60,€650K,€5.2M,Fast,Normal,Long,Organised,Normal,Lots,Contain,Deep,Normal,Cover,8,1,27,24.18,23.93
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/301/60.png,AFC Wimbledon,112259,63,64,63,61,€700K,€2.9M,Fast,Normal,Long,Organised,Lots,Lots,Contain,Deep,Narrow,Cover,2,1,28,22.73,23.14
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/185/60.png,Exeter City,143,63,64,62,63,€600K,€2.3M,Balanced,Little,Mixed,Organised,Normal,Normal,Press,High,Normal,Cover,5,1,28,25.91,23.93
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/98/60.png,Notts County,1937,63,63,63,61,€1M,€2.1M,Balanced,Normal,Mixed,Organised,Lots,Lots,Press,Medium,Wide,Cover,9,2,28,27.18,26.07
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/284/60.png,Dundee,180,63,66,63,64,€750K,€2.1M,Fast,Normal,Long,Organised,Lots,Lots,Press,Medium,Normal,Cover,3,1,25,26.45,24.76
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/330/60.png,Carlisle United,1480,63,61,62,64,€700K,€2M,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,5,1,24,26.73,25.54
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/201/60.png,Tranmere Rovers,15048,63,64,62,61,€600K,€2.2M,Fast,Normal,Long,Organised,Lots,Normal,Press,Medium,Narrow,Cover,4,1,28,26.73,25.32
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/395/60.png,Accrington Stanley,110313,63,68,63,63,€500K,€2.2M,Fast,Normal,Long,Organised,Normal,Normal,Press,Medium,Normal,Cover,1,1,28,24.91,24.11
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/205/60.png,Crawley Town,110890,62,64,61,60,€600K,€1.7M,Balanced,Normal,Mixed,Free form,Normal,Normal,Press,Medium,Normal,Cover,2,1,24,27.18,24.96
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/198/60.png,Grimsby Town,92,62,63,60,62,€625K,€1.8M,Balanced,Lots,Mixed,Organised,Normal,Normal,Press,High,Normal,Cover,5,1,24,25.73,24.08
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/72/60.png,Newport County,112254,62,62,62,62,€625K,€2.2M,Balanced,Normal,Mixed,Organised,Lots,Normal,Press,High,Normal,Cover,3,1,23,25.82,24.78
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/348/60.png,Port Vale,1928,62,64,62,60,€800K,€5M,Fast,Normal,Long,Organised,Lots,Lots,Contain,Deep,Narrow,Cover,8,1,27,26.18,24.59
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/221/60.png,Northampton Town,1930,62,63,61,63,€750K,€5M,Balanced,Little,Mixed,Organised,Normal,Normal,Double,Medium,Normal,Cover,8,1,27,26.00,22.96
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/285/60.png,Swindon Town,1934,62,63,64,61,€700K,€4M,Fast,Normal,Long,Organised,Little,Normal,Press,Medium,Normal,Cover,7,1,28,25.36,24.29
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/351/60.png,Cheltenham Town,1936,62,61,63,62,€600K,€2.2M,Fast,Normal,Long,Organised,Lots,Lots,Press,Medium,Wide,Cover,4,1,23,26.27,24.87
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/338/60.png,Hamilton Academical,184,62,62,61,62,€500K,€2.1M,Fast,Normal,Long,Free form,Normal,Lots,Contain,Deep,Narrow,Cover,1,1,28,25.45,24.39
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/496/60.png,St. Mirren,100805,62,63,62,62,€700K,€2.1M,Balanced,Normal,Mixed,Organised,Normal,Little,Press,High,Normal,Cover,2,1,25,25.00,24.48
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/261/60.png,Yeovil Town,346,61,61,61,62,€600K,€1.9M,Balanced,Little,Mixed,Organised,Normal,Normal,Contain,Deep,Normal,Cover,2,1,28,24.55,23.86
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/409/60.png,Stevenage,361,61,63,61,61,€600K,€2.2M,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,High,Normal,Cover,4,1,27,25.73,23.93
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/326/60.png,Cork City,422,61,59,62,61,€850K,€1.5M,Fast,Normal,Long,Organised,Lots,Lots,Press,Medium,Normal,Cover,10,2,25,24.45,23.00
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/1260/60.png,St Patrick's,423,61,60,61,61,€530K,€1M,Balanced,Little,Mixed,Free form,Lots,Normal,Press,High,Normal,Cover,7,1,25,24.73,22.84
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/226/60.png,Macclesfield Town,1959,61,61,61,60,€550K,€1.7M,Balanced,Lots,Mixed,Organised,Lots,Normal,Press,Medium,Normal,Cover,1,1,28,24.55,24.46
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/374/60.png,Bohemians,305,60,60,60,59,€550K,€1.1M,Balanced,Lots,Mixed,Organised,Lots,Normal,Press,Medium,Normal,Cover,6,1,25,23.00,22.08
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/772/60.png,Morecambe,357,60,58,60,59,€500K,€2.1M,Fast,Normal,Long,Organised,Normal,Normal,Contain,Deep,Normal,Cover,2,1,28,27.55,24.79
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/87/60.png,Crewe Alexandra,121,60,61,60,60,€600K,€1.5M,Balanced,Little,Mixed,Organised,Normal,Little,Press,Medium,Narrow,Cover,7,1,27,25.27,23.19
FIFA 19,Sep 11 2019,https://cdn.sofifa.net/meta/team/232/60.png,Cambridge United,1944,60,61,62,60,€700K,€1.7M,Balanced,Normal,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,6,1,27,25.91,23.59
