Game Version,Update Date,Team Avatar,Team Name,ID,Overall,Attack,Midfield,Defence,Transfer budget,Club worth,Speed,Dribbling,Passing,Positioning,Crossing,Shooting,Aggression,Pressure,Team width,Defender line,Domestic prestige,International prestige,Players,Starting XI average age,Whole team average age
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/52/60.png,AFC Bournemouth,1943,75,75,76,74,€0,€215.5M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,32,24.18,25.00
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/27/60.png,Burnley,1796,74,69,74,73,€0,€178.5M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,33,24.18,24.12
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/53/60.png,Celtic,78,74,73,74,73,€0,€80M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,6,28,25.91,24.68
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/21/60.png,Sheffield United,1794,73,72,74,73,€0,€169.5M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,33,26.27,24.45
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/71/60.png,Leeds United,8,73,73,73,72,€0,€423.1M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,2,30,23.09,23.60
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/65/60.png,Southampton,17,73,71,70,74,€0,€395M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,3,30,24.18,23.60
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/62/60.png,Rangers,86,73,74,72,74,€0,€60M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,6,28,28.45,26.11
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/33/60.png,Norwich City,1792,72,70,72,71,€0,€145M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,1,30,27.09,25.33
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/18654/60.png,Republic of Ireland,1355,72,71,71,73,€0,€0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,5,26,24.73,25.19
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/115/60.png,Luton Town,1923,72,70,73,72,€0,€107.5M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,29,26.73,26.00
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/7/60.png,Middlesbrough,12,71,67,70,71,€0,€84M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,1,30,25.82,24.50
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/10/60.png,West Bromwich Albion,109,71,70,71,70,€0,€141M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,1,30,28.36,25.37
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/25/60.png,Watford,1795,70,70,70,71,€0,€152.5M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,2,27,25.82,24.04
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/117/60.png,Coventry City,1800,70,70,69,70,€0,€16.5M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,1,30,25.09,24.23
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/99/60.png,Preston North End,1801,70,70,70,68,€0,€20M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,1,30,26.64,24.77
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/26/60.png,Stoke City,1806,70,71,70,69,€0,€55M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,1,29,26.09,25.03
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/47/60.png,Queens Park Rangers,15,70,69,68,69,€0,€28M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,1,30,27.91,24.67
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/314/60.png,Hearts,80,70,74,68,69,€0,€8.2M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,4,28,25.73,25.86
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/64/60.png,Millwall,97,70,72,70,69,€0,€22M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,1,26,27.09,25.46
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/22/60.png,Hull City,1952,70,69,70,70,€0,€15.3M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,30,24.55,23.37
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/18696/60.png,Northern Ireland,110081,69,66,70,71,€0,€0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,2,26,29.45,29.31
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/2/60.png,Blackburn Rovers,3,69,68,70,69,€0,€39M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,1,30,24.09,22.60
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/12/60.png,Birmingham City,88,69,69,69,68,€0,€22M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,1,30,26.18,24.63
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/116/60.png,Ipswich Town,94,69,68,69,69,€0,€9M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,29,26.55,25.55
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/3/60.png,Sunderland,106,69,60,69,67,€0,€19.5M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,2,30,22.09,21.97
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/122/60.png,Bristol City,1919,69,69,69,69,€0,€60M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,1,30,26.36,23.93
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/56/60.png,Sheffield Wednesday,1807,68,68,69,67,€0,€10.5M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,30,27.45,26.47
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/273/60.png,Aberdeen,77,68,70,67,67,€0,€8.5M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,3,28,26.91,23.96
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/138/60.png,Rotherham United,1797,67,68,68,66,€0,€4.7M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,29,27.27,26.21
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/66/60.png,Hibernian,81,67,68,69,66,€0,€8M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,2,26,28.45,25.81
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/24/60.png,Derby County,91,67,66,66,67,€0,€10M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,1,28,27.64,26.32
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/110/60.png,Plymouth Argyle,1929,67,68,67,67,€0,€4.4M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,29,24.09,23.14
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/251/60.png,Huddersfield Town,1939,67,67,66,67,€0,€43M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,29,25.91,24.72
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/16/60.png,Bolton Wanderers,4,66,67,65,65,€0,€6M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,1,25,25.36,24.88
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/4/60.png,Charlton Athletic,89,66,65,65,65,€0,€6.5M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,1,28,24.55,23.86
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/28/60.png,Blackpool,1926,66,67,66,66,€0,€8M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,1,28,26.64,24.68
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/54/60.png,Barnsley,1932,66,64,66,65,€0,€7.2M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,1,28,24.73,23.36
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/23/60.png,Reading,1793,65,62,65,63,€0,€7M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,1,28,23.09,23.18
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/17/60.png,Wigan Athletic,1917,65,64,63,64,€0,€9.8M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,1,26,22.82,23.73
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/183/60.png,Wycombe Wanderers,1933,65,64,66,64,€0,€5.5M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,1,28,26.00,25.54
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/254/60.png,Peterborough United,1938,65,71,65,65,€0,€6.8M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,1,24,22.64,21.79
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/297/60.png,Oxford United,1951,65,65,65,66,€0,€5.3M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,1,28,25.64,24.54
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/230/60.png,Bristol Rovers,1962,65,66,64,64,€0,€3.2M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,1,27,25.27,25.48
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/5/60.png,Portsmouth,1790,65,70,64,65,€0,€4.5M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,1,27,25.55,24.00
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/341/60.png,Milton Keynes Dons,1798,64,62,64,63,€0,€2.9M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,1,28,26.18,24.68
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/409/60.png,Stevenage,361,64,63,64,64,€0,€3.2M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,28,27.55,25.00
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/258/60.png,Livingston,621,64,65,64,63,€0,€2.8M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,25,27.64,27.08
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/154/60.png,Shrewsbury Town,127,64,64,63,63,€0,€3M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,1,28,26.55,24.32
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/317/60.png,Fleetwood Town,112260,64,64,62,64,€0,€5.5M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,1,28,25.73,23.82
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/221/60.png,Northampton Town,1930,64,65,64,63,€0,€2.4M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,26,25.00,24.69
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/305/60.png,Lincoln City,149,64,63,64,64,€0,€3.9M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,1,25,23.73,23.36
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/294/60.png,Leyton Orient,1958,64,64,64,63,€0,€3M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,25,24.73,24.80
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/150/60.png,Burton Albion,15015,64,65,62,64,€0,€5.8M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,1,27,25.73,24.78
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/734/60.png,St. Johnstone,100804,64,63,64,62,€0,€4M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,1,28,26.27,25.96
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/496/60.png,St. Mirren,100805,64,62,68,64,€0,€3.2M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,22,26.09,25.55
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/129/60.png,Salford City,113926,63,63,64,63,€0,€2.4M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,1,28,28.55,24.71
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/307/60.png,Gillingham,1802,63,63,63,63,€0,€2.3M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,1,27,25.45,25.48
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/137/60.png,Bradford City,1804,63,63,61,63,€0,€2.4M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,1,28,26.82,26.36
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/177/60.png,Forest Green Rovers,561,63,64,62,62,€0,€2.8M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,1,28,25.45,24.71
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/207/60.png,Shamrock Rovers,306,63,65,61,63,€0,€1.2M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,2,28,30.36,26.61
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/180/60.png,Kilmarnock,82,63,64,63,64,€0,€3.8M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,23,24.91,24.87
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/309/60.png,Motherwell,83,63,61,63,62,€0,€4.1M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,2,24,25.18,24.71
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/246/60.png,Ross County,631,63,63,64,62,€0,€3.5M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,27,26.73,24.81
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/348/60.png,Port Vale,1928,63,63,63,62,€0,€3.3M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,25,25.45,25.20
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/249/60.png,Stockport County,1931,63,63,63,62,€0,€2.8M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,1,28,26.00,24.96
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/185/60.png,Exeter City,143,63,63,63,63,€0,€3.2M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,26,24.73,23.88
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/351/60.png,Cheltenham Town,1936,63,62,62,62,€0,€3.7M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,28,24.18,23.79
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/98/60.png,Notts County,1937,63,67,63,60,€0,€2.3M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,1,27,29.00,26.30
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/225/60.png,Mansfield Town,1940,63,63,63,63,€0,€2.8M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,1,28,28.36,26.96
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/232/60.png,Cambridge United,1944,63,63,64,64,€0,€3.7M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,28,27.27,24.89
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/330/60.png,Carlisle United,1480,63,63,64,63,€0,€2.3M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,25,27.00,24.56
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/198/60.png,Grimsby Town,92,62,63,62,62,€0,€2.2M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,1,26,27.18,24.88
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/379/60.png,Barrow,381,62,61,62,62,€0,€2.2M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,1,27,28.00,25.89
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/301/60.png,AFC Wimbledon,112259,62,62,62,61,€0,€2.5M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,1,26,24.36,24.38
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/285/60.png,Swindon Town,1934,62,62,62,62,€0,€2.1M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,1,26,24.64,22.27
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/74/60.png,Colchester United,1935,62,61,63,61,€0,€2M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,28,22.27,22.75
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/284/60.png,Dundee,180,62,61,62,62,€0,€3.8M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,25,25.55,24.88
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/76/60.png,Walsall,1803,61,62,61,62,€0,€2.3M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,1,24,23.27,23.67
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/382/60.png,Harrogate Town,112222,61,62,61,62,€0,€2.5M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,28,26.55,24.96
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/235/60.png,Doncaster Rovers,142,61,61,61,61,€0,€2M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,1,28,25.45,24.71
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/1260/60.png,St Patrick's,423,61,61,61,61,€0,€977K,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,1,28,23.82,22.57
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/1097/60.png,Derry City,445,61,61,63,60,€0,€990K,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,1,28,25.36,24.18
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/201/60.png,Tranmere Rovers,15048,61,62,61,60,€0,€2.3M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,1,28,26.09,24.96
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/308/60.png,Sutton United,110799,61,62,61,61,€0,€2.4M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,28,27.45,28.43
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/395/60.png,Accrington Stanley,110313,61,61,61,59,€0,€3.3M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,1,28,22.82,23.25
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/205/60.png,Crawley Town,110890,60,59,60,61,€0,€2.1M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,27,25.91,24.26
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/374/60.png,Bohemians,305,60,61,60,60,€0,€985K,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,1,26,25.00,23.73
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/1311/60.png,Dundalk,837,60,64,60,60,€0,€1.1M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,2,28,24.45,25.21
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/772/60.png,Morecambe,357,60,58,60,61,€0,€2.7M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,23,24.36,24.26
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/87/60.png,Crewe Alexandra,121,60,62,61,60,€0,€2M,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,1,23,23.00,22.48
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/910/60.png,Sligo Rovers,563,59,61,58,60,€0,€947K,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,1,25,23.82,24.48
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/744/60.png,Shelbourne,834,59,61,58,60,€0,€942K,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,1,26,23.82,22.50
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/1152/60.png,Drogheda United,1572,57,57,57,57,€0,€945K,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,28,25.55,22.21
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/326/60.png,Cork City,422,57,60,56,56,€0,€930K,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,2,28,23.27,22.57
FC 24,Nov 15 2023,https://cdn.sofifa.net/meta/team/1413/60.png,UCD,111132,55,54,54,55,€0,€915K,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,28,20.36,20.43
